Class,Folder,Path
female_fear,RAVDESS,03-01-06-02-01-01-02.wav
female_fear,RAVDESS,03-01-06-01-01-01-02.wav
female_fear,RAVDESS,03-01-06-01-01-02-02.wav
female_fear,RAVDESS,03-01-06-01-02-01-02.wav
female_fear,RAVDESS,03-01-06-02-01-02-02.wav
female_fear,RAVDESS,03-01-06-01-02-02-02.wav
female_fear,RAVDESS,03-01-06-02-02-01-02.wav
female_fear,RAVDESS,03-01-06-02-02-02-02.wav
female_fear,RAVDESS,03-01-06-01-02-01-04.wav
female_fear,RAVDESS,03-01-06-02-01-01-04.wav
female_fear,RAVDESS,03-01-06-01-01-02-04.wav
female_fear,RAVDESS,03-01-06-01-01-01-04.wav
female_fear,RAVDESS,03-01-06-02-01-02-04.wav
female_fear,RAVDESS,03-01-06-01-02-02-04.wav
female_fear,RAVDESS,03-01-06-02-02-01-04.wav
female_fear,RAVDESS,03-01-06-02-02-02-04.wav
female_fear,RAVDESS,03-01-06-02-01-02-06.wav
female_fear,RAVDESS,03-01-06-01-02-02-06.wav
female_fear,RAVDESS,03-01-06-02-02-01-06.wav
female_fear,RAVDESS,03-01-06-02-02-02-06.wav
female_fear,RAVDESS,03-01-06-01-02-01-06.wav
female_fear,RAVDESS,03-01-06-01-01-01-06.wav
female_fear,RAVDESS,03-01-06-02-01-01-06.wav
female_fear,RAVDESS,03-01-06-01-01-02-06.wav
female_fear,RAVDESS,03-01-06-02-02-02-08.wav
female_fear,RAVDESS,03-01-06-01-01-02-08.wav
female_fear,RAVDESS,03-01-06-01-01-01-08.wav
female_fear,RAVDESS,03-01-06-02-01-01-08.wav
female_fear,RAVDESS,03-01-06-02-02-01-08.wav
female_fear,RAVDESS,03-01-06-01-02-01-08.wav
female_fear,RAVDESS,03-01-06-01-02-02-08.wav
female_fear,RAVDESS,03-01-06-02-01-02-08.wav
female_fear,RAVDESS,03-01-06-02-02-02-10.wav
female_fear,RAVDESS,03-01-06-01-01-02-10.wav
female_fear,RAVDESS,03-01-06-01-01-01-10.wav
female_fear,RAVDESS,03-01-06-01-02-02-10.wav
female_fear,RAVDESS,03-01-06-01-02-01-10.wav
female_fear,RAVDESS,03-01-06-02-02-01-10.wav
female_fear,RAVDESS,03-01-06-02-01-01-10.wav
female_fear,RAVDESS,03-01-06-02-01-02-10.wav
female_fear,RAVDESS,03-01-06-02-02-01-12.wav
female_fear,RAVDESS,03-01-06-01-01-02-12.wav
female_fear,RAVDESS,03-01-06-02-02-02-12.wav
female_fear,RAVDESS,03-01-06-01-02-01-12.wav
female_fear,RAVDESS,03-01-06-02-01-01-12.wav
female_fear,RAVDESS,03-01-06-01-01-01-12.wav
female_fear,RAVDESS,03-01-06-01-02-02-12.wav
female_fear,RAVDESS,03-01-06-02-01-02-12.wav
female_fear,RAVDESS,03-01-06-02-01-02-14.wav
female_fear,RAVDESS,03-01-06-01-02-01-14.wav
female_fear,RAVDESS,03-01-06-02-02-02-14.wav
female_fear,RAVDESS,03-01-06-01-01-01-14.wav
female_fear,RAVDESS,03-01-06-02-01-01-14.wav
female_fear,RAVDESS,03-01-06-01-01-02-14.wav
female_fear,RAVDESS,03-01-06-01-02-02-14.wav
female_fear,RAVDESS,03-01-06-02-02-01-14.wav
female_fear,RAVDESS,03-01-06-02-01-02-16.wav
female_fear,RAVDESS,03-01-06-01-01-01-16.wav
female_fear,RAVDESS,03-01-06-01-02-01-16.wav
female_fear,RAVDESS,03-01-06-02-02-02-16.wav
female_fear,RAVDESS,03-01-06-01-01-02-16.wav
female_fear,RAVDESS,03-01-06-02-01-01-16.wav
female_fear,RAVDESS,03-01-06-01-02-02-16.wav
female_fear,RAVDESS,03-01-06-02-02-01-16.wav
female_fear,RAVDESS,03-01-06-01-02-01-18.wav
female_fear,RAVDESS,03-01-06-01-01-01-18.wav
female_fear,RAVDESS,03-01-06-01-02-02-18.wav
female_fear,RAVDESS,03-01-06-02-02-01-18.wav
female_fear,RAVDESS,03-01-06-02-01-02-18.wav
female_fear,RAVDESS,03-01-06-01-01-02-18.wav
female_fear,RAVDESS,03-01-06-02-02-02-18.wav
female_fear,RAVDESS,03-01-06-02-01-01-18.wav
female_fear,RAVDESS,03-01-06-01-02-02-20.wav
female_fear,RAVDESS,03-01-06-02-02-01-20.wav
female_fear,RAVDESS,03-01-06-02-01-02-20.wav
female_fear,RAVDESS,03-01-06-02-01-01-20.wav
female_fear,RAVDESS,03-01-06-01-02-01-20.wav
female_fear,RAVDESS,03-01-06-01-01-01-20.wav
female_fear,RAVDESS,03-01-06-02-02-02-20.wav
female_fear,RAVDESS,03-01-06-01-01-02-20.wav
female_fear,RAVDESS,03-01-06-02-01-01-22.wav
female_fear,RAVDESS,03-01-06-01-02-01-22.wav
female_fear,RAVDESS,03-01-06-02-02-01-22.wav
female_fear,RAVDESS,03-01-06-02-02-02-22.wav
female_fear,RAVDESS,03-01-06-01-02-02-22.wav
female_fear,RAVDESS,03-01-06-02-01-02-22.wav
female_fear,RAVDESS,03-01-06-01-01-01-22.wav
female_fear,RAVDESS,03-01-06-01-01-02-22.wav
female_fear,RAVDESS,03-01-06-01-02-01-24.wav
female_fear,RAVDESS,03-01-06-02-02-02-24.wav
female_fear,RAVDESS,03-01-06-01-02-02-24.wav
female_fear,RAVDESS,03-01-06-02-01-02-24.wav
female_fear,RAVDESS,03-01-06-01-01-01-24.wav
female_fear,RAVDESS,03-01-06-02-01-01-24.wav
female_fear,RAVDESS,03-01-06-01-01-02-24.wav
female_fear,RAVDESS,03-01-06-02-02-01-24.wav
female_fear,TESS,OAF_south_fear.wav
female_fear,TESS,OAF_goose_fear.wav
female_fear,TESS,OAF_kick_fear.wav
female_fear,TESS,OAF_gas_fear.wav
female_fear,TESS,OAF_rag_fear.wav
female_fear,TESS,OAF_ton_fear.wav
female_fear,TESS,OAF_hurl_fear.wav
female_fear,TESS,OAF_take_fear.wav
female_fear,TESS,OAF_young_fear.wav
female_fear,TESS,OAF_long_fear.wav
female_fear,TESS,OAF_mess_fear.wav
female_fear,TESS,OAF_knock_fear.wav
female_fear,TESS,OAF_dodge_fear.wav
female_fear,TESS,OAF_learn_fear.wav
female_fear,TESS,OAF_mob_fear.wav
female_fear,TESS,OAF_mouse_fear.wav
female_fear,TESS,OAF_germ_fear.wav
female_fear,TESS,OAF_lease_fear.wav
female_fear,TESS,OAF_rot_fear.wav
female_fear,TESS,OAF_live_fear.wav
female_fear,TESS,OAF_rose_fear.wav
female_fear,TESS,OAF_wash_fear.wav
female_fear,TESS,OAF_chair_fear.wav
female_fear,TESS,OAF_whip_fear.wav
female_fear,TESS,OAF_king_fear.wav
female_fear,TESS,OAF_have_fear.wav
female_fear,TESS,OAF_pole_fear.wav
female_fear,TESS,OAF_jug_fear.wav
female_fear,TESS,OAF_doll_fear.wav
female_fear,TESS,OAF_wheat_fear.wav
female_fear,TESS,OAF_keg_fear.wav
female_fear,TESS,OAF_team_fear.wav
female_fear,TESS,OAF_puff_fear.wav
female_fear,TESS,OAF_talk_fear.wav
female_fear,TESS,OAF_deep_fear.wav
female_fear,TESS,OAF_lid_fear.wav
female_fear,TESS,OAF_youth_fear.wav
female_fear,TESS,OAF_calm_fear.wav
female_fear,TESS,OAF_cool_fear.wav
female_fear,TESS,OAF_hole_fear.wav
female_fear,TESS,OAF_thin_fear.wav
female_fear,TESS,OAF_vine_fear.wav
female_fear,TESS,OAF_jail_fear.wav
female_fear,TESS,OAF_week_fear.wav
female_fear,TESS,OAF_keen_fear.wav
female_fear,TESS,OAF_nag_fear.wav
female_fear,TESS,OAF_luck_fear.wav
female_fear,TESS,OAF_ring_fear.wav
female_fear,TESS,OAF_life_fear.wav
female_fear,TESS,OAF_bath_fear.wav
female_fear,TESS,OAF_fit_fear.wav
female_fear,TESS,OAF_sure_fear.wav
female_fear,TESS,OAF_shirt_fear.wav
female_fear,TESS,OAF_date_fear.wav
female_fear,TESS,OAF_tip_fear.wav
female_fear,TESS,OAF_wire_fear.wav
female_fear,TESS,OAF_page_fear.wav
female_fear,TESS,OAF_thumb_fear.wav
female_fear,TESS,OAF_pain_fear.wav
female_fear,TESS,OAF_make_fear.wav
female_fear,TESS,OAF_haze_fear.wav
female_fear,TESS,OAF_pool_fear.wav
female_fear,TESS,OAF_soup_fear.wav
female_fear,TESS,OAF_phone_fear.wav
female_fear,TESS,OAF_dog_fear.wav
female_fear,TESS,OAF_back_fear.wav
female_fear,TESS,OAF_jar_fear.wav
female_fear,TESS,OAF_tough_fear.wav
female_fear,TESS,OAF_perch_fear.wav
female_fear,TESS,OAF_food_fear.wav
female_fear,TESS,OAF_tool_fear.wav
female_fear,TESS,OAF_yearn_fear.wav
female_fear,TESS,OAF_gaze_fear.wav
female_fear,TESS,OAF_kite_fear.wav
female_fear,TESS,OAF_shack_fear.wav
female_fear,TESS,OAF_bought_fear.wav
female_fear,TESS,OAF_red_fear.wav
female_fear,TESS,OAF_said_fear.wav
female_fear,TESS,OAF_hall_fear.wav
female_fear,TESS,OAF_moon_fear.wav
female_fear,TESS,OAF_peg_fear.wav
female_fear,TESS,OAF_laud_fear.wav
female_fear,TESS,OAF_pike_fear.wav
female_fear,TESS,OAF_read_fear.wav
female_fear,TESS,OAF_hash_fear.wav
female_fear,TESS,OAF_name_fear.wav
female_fear,TESS,OAF_dab_fear.wav
female_fear,TESS,OAF_sell_fear.wav
female_fear,TESS,OAF_door_fear.wav
female_fear,TESS,OAF_keep_fear.wav
female_fear,TESS,OAF_walk_fear.wav
female_fear,TESS,OAF_gun_fear.wav
female_fear,TESS,OAF_fail_fear.wav
female_fear,TESS,OAF_search_fear.wav
female_fear,TESS,OAF_hate_fear.wav
female_fear,TESS,OAF_home_fear.wav
female_fear,TESS,OAF_rat_fear.wav
female_fear,TESS,OAF_rough_fear.wav
female_fear,TESS,OAF_pearl_fear.wav
female_fear,TESS,OAF_lose_fear.wav
female_fear,TESS,OAF_note_fear.wav
female_fear,TESS,OAF_cause_fear.wav
female_fear,TESS,OAF_mood_fear.wav
female_fear,TESS,OAF_wag_fear.wav
female_fear,TESS,OAF_came_fear.wav
female_fear,TESS,OAF_nice_fear.wav
female_fear,TESS,OAF_good_fear.wav
female_fear,TESS,OAF_lean_fear.wav
