Class,Folder,Path
male_surprise,SAVEE,DC_su07.wav
male_surprise,SAVEE,KL_su13.wav
male_surprise,SAVEE,JE_su09.wav
male_surprise,SAVEE,DC_su02.wav
male_surprise,SAVEE,JK_su13.wav
male_surprise,SAVEE,JK_su15.wav
male_surprise,SAVEE,JK_su05.wav
male_surprise,SAVEE,KL_su01.wav
male_surprise,SAVEE,DC_su06.wav
male_surprise,SAVEE,JE_su03.wav
male_surprise,SAVEE,DC_su10.wav
male_surprise,SAVEE,KL_su09.wav
male_surprise,SAVEE,JK_su08.wav
male_surprise,SAVEE,DC_su11.wav
male_surprise,SAVEE,JK_su03.wav
male_surprise,SAVEE,KL_su02.wav
male_surprise,SAVEE,KL_su06.wav
male_surprise,SAVEE,JE_su07.wav
male_surprise,SAVEE,JE_su13.wav
male_surprise,SAVEE,JK_su04.wav
male_surprise,SAVEE,KL_su07.wav
male_surprise,SAVEE,JE_su01.wav
male_surprise,SAVEE,KL_su15.wav
male_surprise,SAVEE,DC_su01.wav
male_surprise,SAVEE,DC_su14.wav
male_surprise,SAVEE,JK_su12.wav
male_surprise,SAVEE,KL_su11.wav
male_surprise,SAVEE,JK_su02.wav
male_surprise,SAVEE,JE_su15.wav
male_surprise,SAVEE,JK_su11.wav
male_surprise,SAVEE,JE_su04.wav
male_surprise,SAVEE,KL_su04.wav
male_surprise,SAVEE,JK_su06.wav
male_surprise,SAVEE,JK_su01.wav
male_surprise,SAVEE,DC_su05.wav
male_surprise,SAVEE,JK_su07.wav
male_surprise,SAVEE,KL_su08.wav
male_surprise,SAVEE,KL_su03.wav
male_surprise,SAVEE,DC_su15.wav
male_surprise,SAVEE,DC_su03.wav
male_surprise,SAVEE,DC_su09.wav
male_surprise,SAVEE,JE_su12.wav
male_surprise,SAVEE,JE_su10.wav
male_surprise,SAVEE,KL_su14.wav
male_surprise,SAVEE,KL_su05.wav
male_surprise,SAVEE,JE_su05.wav
male_surprise,SAVEE,JE_su11.wav
male_surprise,SAVEE,JE_su06.wav
male_surprise,SAVEE,KL_su12.wav
male_surprise,SAVEE,JK_su09.wav
male_surprise,SAVEE,DC_su13.wav
male_surprise,SAVEE,JE_su14.wav
male_surprise,SAVEE,JK_su14.wav
male_surprise,SAVEE,DC_su12.wav
male_surprise,SAVEE,DC_su08.wav
male_surprise,SAVEE,KL_su10.wav
male_surprise,SAVEE,JK_su10.wav
male_surprise,SAVEE,JE_su02.wav
male_surprise,SAVEE,DC_su04.wav
male_surprise,SAVEE,JE_su08.wav
male_surprise,RAVDESS,03-01-08-02-02-02-01.wav
male_surprise,RAVDESS,03-01-08-02-01-02-01.wav
male_surprise,RAVDESS,03-01-08-02-01-01-01.wav
male_surprise,RAVDESS,03-01-08-01-01-02-01.wav
male_surprise,RAVDESS,03-01-08-01-02-02-01.wav
male_surprise,RAVDESS,03-01-08-01-01-01-01.wav
male_surprise,RAVDESS,03-01-08-02-02-01-01.wav
