Class,Folder,Path
female_surprise,RAVDESS,03-01-08-02-01-01-02.wav
female_surprise,RAVDESS,03-01-08-01-01-01-02.wav
female_surprise,RAVDESS,03-01-08-01-01-02-02.wav
female_surprise,RAVDESS,03-01-08-02-01-02-02.wav
female_surprise,RAVDESS,03-01-08-02-02-01-02.wav
female_surprise,RAVDESS,03-01-08-02-02-02-02.wav
female_surprise,RAVDESS,03-01-08-01-02-01-02.wav
female_surprise,RAVDESS,03-01-08-01-02-02-02.wav
female_surprise,RAVDESS,03-01-08-02-01-02-04.wav
female_surprise,RAVDESS,03-01-08-02-01-01-04.wav
female_surprise,RAVDESS,03-01-08-01-01-02-04.wav
female_surprise,RAVDESS,03-01-08-01-02-02-04.wav
female_surprise,RAVDESS,03-01-08-02-02-01-04.wav
female_surprise,RAVDESS,03-01-08-01-02-01-04.wav
female_surprise,RAVDESS,03-01-08-01-01-01-04.wav
female_surprise,RAVDESS,03-01-08-02-02-02-04.wav
female_surprise,RAVDESS,03-01-08-02-01-01-06.wav
female_surprise,RAVDESS,03-01-08-01-02-02-06.wav
female_surprise,RAVDESS,03-01-08-01-01-01-06.wav
female_surprise,RAVDESS,03-01-08-01-01-02-06.wav
female_surprise,RAVDESS,03-01-08-02-01-02-06.wav
female_surprise,RAVDESS,03-01-08-02-02-02-06.wav
female_surprise,RAVDESS,03-01-08-02-02-01-06.wav
female_surprise,RAVDESS,03-01-08-01-02-01-06.wav
female_surprise,RAVDESS,03-01-08-02-01-02-08.wav
female_surprise,RAVDESS,03-01-08-01-02-01-08.wav
female_surprise,RAVDESS,03-01-08-01-02-02-08.wav
female_surprise,RAVDESS,03-01-08-01-01-01-08.wav
female_surprise,RAVDESS,03-01-08-01-01-02-08.wav
female_surprise,RAVDESS,03-01-08-02-02-01-08.wav
female_surprise,RAVDESS,03-01-08-02-02-02-08.wav
female_surprise,RAVDESS,03-01-08-02-01-01-08.wav
female_surprise,RAVDESS,03-01-08-01-01-01-10.wav
female_surprise,RAVDESS,03-01-08-02-01-02-10.wav
female_surprise,RAVDESS,03-01-08-01-02-01-10.wav
female_surprise,RAVDESS,03-01-08-01-02-02-10.wav
female_surprise,RAVDESS,03-01-08-01-01-02-10.wav
female_surprise,RAVDESS,03-01-08-02-02-02-10.wav
female_surprise,RAVDESS,03-01-08-02-02-01-10.wav
female_surprise,RAVDESS,03-01-08-02-01-01-10.wav
female_surprise,RAVDESS,03-01-08-02-02-01-12.wav
female_surprise,RAVDESS,03-01-08-01-02-02-12.wav
female_surprise,RAVDESS,03-01-08-01-02-01-12.wav
female_surprise,RAVDESS,03-01-08-01-01-02-12.wav
female_surprise,RAVDESS,03-01-08-01-01-01-12.wav
female_surprise,RAVDESS,03-01-08-02-02-02-12.wav
female_surprise,RAVDESS,03-01-08-02-01-01-12.wav
female_surprise,RAVDESS,03-01-08-02-01-02-12.wav
female_surprise,RAVDESS,03-01-08-02-01-02-14.wav
female_surprise,RAVDESS,03-01-08-01-02-02-14.wav
female_surprise,RAVDESS,03-01-08-02-02-01-14.wav
female_surprise,RAVDESS,03-01-08-01-02-01-14.wav
female_surprise,RAVDESS,03-01-08-02-01-01-14.wav
female_surprise,RAVDESS,03-01-08-01-01-02-14.wav
female_surprise,RAVDESS,03-01-08-01-01-01-14.wav
female_surprise,RAVDESS,03-01-08-02-02-02-14.wav
female_surprise,RAVDESS,03-01-08-01-01-01-16.wav
female_surprise,RAVDESS,03-01-08-02-02-01-16.wav
female_surprise,RAVDESS,03-01-08-02-01-02-16.wav
female_surprise,RAVDESS,03-01-08-01-01-02-16.wav
female_surprise,RAVDESS,03-01-08-01-02-02-16.wav
female_surprise,RAVDESS,03-01-08-02-02-02-16.wav
female_surprise,RAVDESS,03-01-08-02-01-01-16.wav
female_surprise,RAVDESS,03-01-08-01-02-01-16.wav
female_surprise,RAVDESS,03-01-08-01-01-02-18.wav
female_surprise,RAVDESS,03-01-08-02-02-01-18.wav
female_surprise,RAVDESS,03-01-08-02-01-01-18.wav
female_surprise,RAVDESS,03-01-08-02-02-02-18.wav
female_surprise,RAVDESS,03-01-08-01-01-01-18.wav
female_surprise,RAVDESS,03-01-08-01-02-02-18.wav
female_surprise,RAVDESS,03-01-08-02-01-02-18.wav
female_surprise,RAVDESS,03-01-08-01-02-01-18.wav
female_surprise,RAVDESS,03-01-08-02-02-02-20.wav
female_surprise,RAVDESS,03-01-08-01-01-01-20.wav
female_surprise,RAVDESS,03-01-08-01-02-01-20.wav
female_surprise,RAVDESS,03-01-08-02-02-01-20.wav
female_surprise,RAVDESS,03-01-08-02-01-02-20.wav
female_surprise,RAVDESS,03-01-08-01-02-02-20.wav
female_surprise,RAVDESS,03-01-08-02-01-01-20.wav
female_surprise,RAVDESS,03-01-08-01-01-02-20.wav
female_surprise,RAVDESS,03-01-08-02-01-01-22.wav
female_surprise,RAVDESS,03-01-08-02-02-01-22.wav
female_surprise,RAVDESS,03-01-08-01-02-02-22.wav
female_surprise,RAVDESS,03-01-08-02-02-02-22.wav
female_surprise,RAVDESS,03-01-08-01-02-01-22.wav
female_surprise,RAVDESS,03-01-08-02-01-02-22.wav
female_surprise,RAVDESS,03-01-08-01-01-02-22.wav
female_surprise,RAVDESS,03-01-08-01-01-01-22.wav
female_surprise,RAVDESS,03-01-08-02-02-01-24.wav
female_surprise,RAVDESS,03-01-08-02-01-01-24.wav
female_surprise,RAVDESS,03-01-08-01-01-02-24.wav
female_surprise,RAVDESS,03-01-08-01-01-01-24.wav
female_surprise,RAVDESS,03-01-08-02-01-02-24.wav
female_surprise,RAVDESS,03-01-08-01-02-01-24.wav
female_surprise,RAVDESS,03-01-08-01-02-02-24.wav
female_surprise,RAVDESS,03-01-08-02-02-02-24.wav
female_surprise,TESS,OAF_limb_ps.wav
female_surprise,TESS,OAF_jug_ps.wav
female_surprise,TESS,OAF_raid_ps.wav
female_surprise,TESS,OAF_hurl_ps.wav
female_surprise,TESS,OAF_bar_ps.wav
female_surprise,TESS,OAF_ton_ps.wav
female_surprise,TESS,OAF_red_ps.wav
female_surprise,TESS,OAF_raise_ps.wav
female_surprise,TESS,OAF_nag_ps.wav
female_surprise,TESS,OAF_germ_ps.wav
female_surprise,TESS,OAF_rot_ps.wav
female_surprise,TESS,OAF_chief_ps.wav
female_surprise,TESS,OAF_whip_ps.wav
female_surprise,TESS,OAF_size_ps.wav
female_surprise,TESS,OAF_pass_ps.wav
female_surprise,TESS,OAF_puff_ps.wav
female_surprise,TESS,OAF_read_ps.wav
female_surprise,TESS,OAF_phone_ps.wav
female_surprise,TESS,OAF_mode_ps.wav
female_surprise,TESS,OAF_bought_ps.wav
female_surprise,TESS,OAF_life_ps.wav
female_surprise,TESS,OAF_note_ps.wav
female_surprise,TESS,OAF_said_ps.wav
female_surprise,TESS,OAF_sell_ps.wav
female_surprise,TESS,OAF_wag_ps.wav
female_surprise,TESS,OAF_neat_ps.wav
female_surprise,TESS,OAF_pearl_ps.wav
female_surprise,TESS,OAF_door_ps.wav
female_surprise,TESS,OAF_pick_ps.wav
female_surprise,TESS,OAF_rat_ps.wav
female_surprise,TESS,OAF_hash_ps.wav
female_surprise,TESS,OAF_moon_ps.wav
female_surprise,TESS,OAF_witch_ps.wav
female_surprise,TESS,OAF_lore_ps.wav
female_surprise,TESS,OAF_lose_ps.wav
female_surprise,TESS,OAF_bone_ps.wav
female_surprise,TESS,OAF_wash_ps.wav
female_surprise,TESS,OAF_void_ps.wav
female_surprise,TESS,OAF_mood_ps.wav
female_surprise,TESS,OAF_dead_ps.wav
female_surprise,TESS,OAF_page_ps.wav
female_surprise,TESS,OAF_sour_ps.wav
female_surprise,TESS,OAF_rag_ps.wav
female_surprise,TESS,OAF_five_ps.wav
female_surprise,TESS,OAF_laud_ps.wav
female_surprise,TESS,OAF_pike_ps.wav
female_surprise,TESS,OAF_perch_ps.wav
