slice_file_name,fsID,start,end,salience,fold,classID,class,comment
44737-5-0-2.wav,381449,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
209992-5-2-81.wav,323411,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
94632-5-0-0.wav,393103,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-11.wav,372990,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201988-5-0-8.wav,361337,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-4.wav,343904,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201988-5-0-21.wav,353528,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
128160-5-0-15.wav,306729,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
209992-5-2-42.wav,364864,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201652.wav,349203,0.0,273.0,1,2,1,Engine_rev,Urban sound Engine data
12812.wav,303487,0.0,8.32308390022676,1,2,1,Engine_rev,Urban sound Engine data
39856-5-0-28.wav,337855,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-11.wav,392101,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39856-5-0-14.wav,342843,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39856.wav,301384,0.0,61.119977324263,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-0.wav,371847,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
16692.wav,347014,0.0,27.52925,1,2,1,Engine_rev,Urban sound Engine data
176787-5-0-9.wav,325269,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113203-5-3-1.wav,351319,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
156358-5-0-2.wav,378064,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
81068-5-0-1.wav,331297,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113205-5-1-4.wav,363826,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201652-5-4-9.wav,376917,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113216-5-0-0.wav,381132,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
107228-5-0-3.wav,315768,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
106015-5-0-0.wav,391667,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
16692-5-0-7.wav,389961,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
62566-5-1-1.wav,364352,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-3.wav,309875,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39884-5-0-0.wav,315860,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
144007-5-0-9.wav,393088,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-16.wav,352500,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
78651-5-0-5.wav,368623,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
62567-5-0-2.wav,383881,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
154758-5-0-21.wav,311005,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
154758-5-0-20.wav,308782,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
62567-5-0-3.wav,371581,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-17.wav,347448,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
78651-5-0-4.wav,302724,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
144007-5-0-8.wav,367766,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39884-5-0-1.wav,339270,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
62566-5-1-0.wav,345867,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-2.wav,360449,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
16692-5-0-6.wav,351414,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
106015-5-0-1.wav,329885,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
107228-5-0-2.wav,335906,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201652-5-4-8.wav,362064,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113216-5-0-1.wav,366817,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
81068-5-0-0.wav,327784,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
187075.wav,337385,0.0,35.2829024943311,1,2,1,Engine_rev,Urban sound Engine data
113205-5-1-5.wav,318602,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
156358-5-0-3.wav,371190,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
176787-5-0-8.wav,349356,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113203-5-3-0.wav,366439,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-1.wav,314617,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39856-5-0-15.wav,373913,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39857.wav,316484,0.0,49.1519727891156,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-10.wav,335448,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
209992-5-2-43.wav,333742,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
128160-5-0-14.wav,310405,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113203-5-1-2.wav,325955,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201988-5-0-20.wav,397555,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-5.wav,358467,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201988-5-0-9.wav,354122,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-10.wav,377852,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
50668-5-6-0.wav,373873,0.0,1.69,1,2,1,Engine_rev,Urban sound Engine data
44737-5-0-3.wav,305451,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
44737-5-0-1.wav,318841,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-12.wav,327694,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
209992-5-2-82.wav,344065,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
201988-5-0-22.wav,371804,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-7.wav,323898,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113203-5-1-0.wav,319060,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39856-5-0-17.wav,368959,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
50455-5-0-0.wav,323851,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
50668-5-4-0.wav,339178,0.0,2.71,1,2,1,Engine_rev,Urban sound Engine data
195451-5-0-12.wav,343240,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-3.wav,337654,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
46918.wav,391009,0.0,14.7403628117914,1,2,1,Engine_rev,Urban sound Engine data
94632-5-1-23.wav,398110,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39854-5-0-0.wav,322849,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
156358-5-0-1.wav,328637,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
149193-5-0-5.wav,395207,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113205-5-1-7.wav,381607,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
81068-5-0-2.wav,357287,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
119449.wav,300710,0.0,19.0333333333333,1,2,1,Engine_rev,Urban sound Engine data
177592-5-0-10.wav,331216,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
107228-5-0-0.wav,349692,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
106015-5-0-3.wav,320712,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113216-5-0-3.wav,390639,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
17853-5-0-0.wav,363936,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
16692-5-0-4.wav,305047,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
62564-5-0-9.wav,304157,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
39884-5-0-3.wav,301204,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
78651-5-0-6.wav,365431,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
113202-5-0-15.wav,346437,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
81068-5-2-0.wav,398998,0.0,2.69,1,2,1,Engine_rev,Urban sound Engine data
106015-5-0-18.wav,373503,0.0,4.0,1,2,1,Engine_rev,Urban sound Engine data
